link,headline,category,short_description,authors,date,combined_text
https://www.huffingtonpost.com/entry/ice-violates-first-amendment-rights-of-60-faith-leaders_us_59513fc0e4b0c85b96c65b76,ICE Violates First Amendment Rights Of 60 Faith Leaders And Attorneys,RELIGION,"To commemorate World Refugee Day (Tuesday, June 20th), Community Initiatives for Visiting Immigrants in Confinement (CIVIC","Christina Fialho, ContributorCo-Founder/Executive Director, Freedom for Immigrants (formerl...",2017-06-26,"ICE Violates First Amendment Rights Of 60 Faith Leaders And Attorneys To commemorate World Refugee Day (Tuesday, June 20th), Community Initiatives for Visiting Immigrants in Confinement (CIVIC Christina Fialho, ContributorCo-Founder/Executive Director, Freedom for Immigrants (formerl..."
https://www.huffingtonpost.com/entry/smartphones-make-us-more-forgetful-less-aware-of-our-surroundings_us_55d3756be4b055a6dab1a8a6,"Smartphone Lovers More Likely To Forget Things, Walk Into People",SCIENCE,Stop reading this and go outside!,Carolyn Gregoire,2015-08-20,"Smartphone Lovers More Likely To Forget Things, Walk Into People Stop reading this and go outside! Carolyn Gregoire"
https://www.huffingtonpost.com/entry/trump-central-park-five-cnn_us_57f7f071e4b068ecb5de2278,How Should The Media Refer To Donald Trump When He Defames The Central Park Five?,POLITICS,"A shadow editing assist for CNN, which is confused.",Jason Linkins,2016-10-07,"How Should The Media Refer To Donald Trump When He Defames The Central Park Five? A shadow editing assist for CNN, which is confused. Jason Linkins"
https://www.huffpost.com/entry/pressley-stutts-coronavirus_n_611f4d4fe4b0c6968106f181,GOP Leader Who Fought Against Vaccine Dies After Weekslong Battle With Coronavirus,POLITICS,"Pressley Stutts, a Republican leader in South Carolina, shared conspiracy theories from his ICU bed.",Ed Mazza,2021-08-20,"GOP Leader Who Fought Against Vaccine Dies After Weekslong Battle With Coronavirus Pressley Stutts, a Republican leader in South Carolina, shared conspiracy theories from his ICU bed. Ed Mazza"
https://www.huffingtonpost.com/entry/study-know-it-alls-better-grades_us_5615374be4b0fad1591a3a40,Depressing New Study Shows Know-It-Alls Get Better Grades,SCIENCE,Just when you thought they couldn't be any more annoying.,Eliza Sankar-Gorton,2015-10-08,Depressing New Study Shows Know-It-Alls Get Better Grades Just when you thought they couldn't be any more annoying. Eliza Sankar-Gorton
https://www.huffingtonpost.com/entry/garbage-in-garbage-out-a_us_5baebe52e4b014374e2ed44e,"Garbage In, Garbage Out:  A Flawed Study Cannot Measure the Value of Mammograms",SCIENCE,"A study denouncing the value of mammography tore through the news cycle last week, leading many women to once again question the need for these breast cancer screenings. What was left out of many of the media reports are serious doubts about the validity of this study.","Marisa Weiss, M.D., Contributor
Director of Breast Health Outreach & Breast Radiation Onco...",2014-02-22,"Garbage In, Garbage Out:  A Flawed Study Cannot Measure the Value of Mammograms A study denouncing the value of mammography tore through the news cycle last week, leading many women to once again question the need for these breast cancer screenings. What was left out of many of the media reports are serious doubts about the validity of this study. Marisa Weiss, M.D., Contributor
Director of Breast Health Outreach & Breast Radiation Onco..."
https://www.huffingtonpost.com/entry/smallest-hedgehog-fossil-canada_n_5568678.html,Scientists Discover Tiniest Hedgehog Ever,SCIENCE,,,2014-07-08,Scientists Discover Tiniest Hedgehog Ever  
https://www.huffingtonpost.com/entry/when-did-we-get-to-be-bet_b_9507086.html,When Did We Get to Be Better than God?,RELIGION,"God loves Muslims as much as Christians, LGBTQ people as much as straight folks, immigrants and refugees as much as US citizens, poor people as much as the rich. We should be exceedingly suspicious of any God who is more intellectually rigid than we are, who disapproves of all the same people we disapprove of.","Derek Penwell, ContributorAuthor; Editor; Speaker; Activist",2016-03-19,"When Did We Get to Be Better than God? God loves Muslims as much as Christians, LGBTQ people as much as straight folks, immigrants and refugees as much as US citizens, poor people as much as the rich. We should be exceedingly suspicious of any God who is more intellectually rigid than we are, who disapproves of all the same people we disapprove of. Derek Penwell, ContributorAuthor; Editor; Speaker; Activist"
https://www.huffingtonpost.com/entry/trump-cabinet-nominees-disagree_us_5877d7c7e4b0c42cb1759f27,Donald Trump’s Cabinet Nominees Disagree With Him On A Lot Of Things. It May Not Matter.,POLITICS,"""He’s not asking for clones,"" the incoming press secretary said.",Igor Bobic and Michael McAuliff,2017-01-12,"Donald Trump’s Cabinet Nominees Disagree With Him On A Lot Of Things. It May Not Matter. ""He’s not asking for clones,"" the incoming press secretary said. Igor Bobic and Michael McAuliff"
https://www.huffingtonpost.com/entry/maar-diatreme-volcanoes-eruptions_us_5baeb212e4b014374e2ddbac,"Maar-Diatreme Volcano Research May Help Geologists Predict Eruptions, Find Diamonds",SCIENCE,"This past summer, Valentine and his colleagues in Buffalo simulated maar eruptions, burying and detonating explosives and",,2012-10-07,"Maar-Diatreme Volcano Research May Help Geologists Predict Eruptions, Find Diamonds This past summer, Valentine and his colleagues in Buffalo simulated maar eruptions, burying and detonating explosives and "
https://www.huffingtonpost.com/entry/ovulating-women-prefer-pe_b_5804980.html,Ovulating Women Prefer Images of Penetration Over Images of Oral Sex,SCIENCE,Canadian researchers found that during ovulation the female genitalia is more responsive to images of penetration than to images of oral sex. The difference is significantly reduced during non-fertile phases of the menstrual cycle.,"Pere Estupinya, ContributorScience Journalist. Author of ""The brain snatcher"" and ""S=EX2;...",2014-09-13,"Ovulating Women Prefer Images of Penetration Over Images of Oral Sex Canadian researchers found that during ovulation the female genitalia is more responsive to images of penetration than to images of oral sex. The difference is significantly reduced during non-fertile phases of the menstrual cycle. Pere Estupinya, ContributorScience Journalist. Author of ""The brain snatcher"" and ""S=EX2;..."
https://www.huffingtonpost.com/entry/does-dsm-5-have-a-captive_us_5baeb5bee4b014374e2e3fbd,Does DSM-5 Have a Captive Audience?,SCIENCE,The best protection against wild over-diagnosis is to ignore DSM-5. It is not official. It is not well done. It is not safe. Don't buy it. Don't use it. Don't teach it.,"Allen Frances, M.D., Contributor
Allen Frances MD is Professor Emeritus of Psychiatry and forme...",2013-04-14,"Does DSM-5 Have a Captive Audience? The best protection against wild over-diagnosis is to ignore DSM-5. It is not official. It is not well done. It is not safe. Don't buy it. Don't use it. Don't teach it. Allen Frances, M.D., Contributor
Allen Frances MD is Professor Emeritus of Psychiatry and forme..."
https://www.huffingtonpost.com/entry/milky-way-black-hole-gas-cloud_us_5baebdd7e4b014374e2ec8fb,"Milky Way's Black Hole To Gobble Giant Gas Cloud Soon, Scientists Say",SCIENCE,"While many astronomers describe G2 as a large cloud about a dozen times more massive than Earth, it could also be a smaller","Space.com, Space.com",2014-01-26,"Milky Way's Black Hole To Gobble Giant Gas Cloud Soon, Scientists Say While many astronomers describe G2 as a large cloud about a dozen times more massive than Earth, it could also be a smaller Space.com, Space.com"
https://www.huffingtonpost.com/entry/blues-musician-keb-mo_n_6877666.html,Musician Keb' Mo' Explains Blues Music's Connection To The Church,RELIGION,,Kira Brekke,2015-03-16,Musician Keb' Mo' Explains Blues Music's Connection To The Church  Kira Brekke
https://www.huffingtonpost.com/entry/diana-butler-bass-grounded_us_5616a197e4b0e66ad4c6cc11,Religion Scholar Says Spiritual Revolution Begins In Nature,RELIGION,Diana Butler Bass' new book explores finding God in the physical world.,"Jennifer Preyss, Religion News Service",2015-10-10,"Religion Scholar Says Spiritual Revolution Begins In Nature Diana Butler Bass' new book explores finding God in the physical world. Jennifer Preyss, Religion News Service"
https://www.huffingtonpost.com/entry/amidst-talk-of-trumps-corruption-and-failed-agenda_us_596c1558e4b06a2c8edb47a0,"Amidst Talk Of Trump's Corruption And Failed Agenda, Politicians And Media Refuse Discussion That Americans Preferred Hillary",POLITICS,"As we approach six months into Donald Trump's administration, I'm increasingly disgusted how political leaders and media","Michael Russnow, ContributorProfessional screenwriter, actor, former U.S. Senate aide and ...",2017-07-17,"Amidst Talk Of Trump's Corruption And Failed Agenda, Politicians And Media Refuse Discussion That Americans Preferred Hillary As we approach six months into Donald Trump's administration, I'm increasingly disgusted how political leaders and media Michael Russnow, ContributorProfessional screenwriter, actor, former U.S. Senate aide and ..."
https://www.huffingtonpost.com/entry/be-bold-in-our-support-fo_b_5794076.html,Be Bold in Our Support for Women and Families,RELIGION,"Be Bold. I cannot think of a better call to action for people of faith who care about reproductive health, rights and justice.","Rev. Darcy Baxter, ContributorMinister, repro-&-family-justice activist, thea/ologian. Bridg...",2014-09-10,"Be Bold in Our Support for Women and Families Be Bold. I cannot think of a better call to action for people of faith who care about reproductive health, rights and justice. Rev. Darcy Baxter, ContributorMinister, repro-&-family-justice activist, thea/ologian. Bridg..."
https://www.huffingtonpost.com/entry/gods-wonderful-sense-of-humor_us_57cb423ce4b07addc412df67,God's Wonderful Sense Of Humor,RELIGION,Last week at Pub Theology we touched on a bit of doctrine that I really like. It's about God's wonderful sense of humor. We,"Matthijs Kronemeijer, Contributorwandering European, political science student",2016-09-11,"God's Wonderful Sense Of Humor Last week at Pub Theology we touched on a bit of doctrine that I really like. It's about God's wonderful sense of humor. We Matthijs Kronemeijer, Contributorwandering European, political science student"
https://www.huffingtonpost.com/entry/everyone-jumped-at-same-time-video_us_5baeb0cce4b014374e2dc4a3,What If Everyone On Earth Jumped At Same Time? (VIDEO),SCIENCE,"""If every single person alive right now on Earth stood shoulder-to-shoulder, you could fit all of us into the city of Los",Jacqueline Howard,2012-08-26,"What If Everyone On Earth Jumped At Same Time? (VIDEO) ""If every single person alive right now on Earth stood shoulder-to-shoulder, you could fit all of us into the city of Los Jacqueline Howard"
https://www.huffingtonpost.com/entry/tim-peake-astronaut-london-marathon_us_57109251e4b0060ccda2e5ae,Astronaut Tim Peake Is Ready To Run The London Marathon From Space -- And You Can Join Him,SCIENCE,"The Briton will be using RunSocial, an app that'll let him interact with runners on Earth.",Dominique Mosbergen,2016-04-15,"Astronaut Tim Peake Is Ready To Run The London Marathon From Space -- And You Can Join Him The Briton will be using RunSocial, an app that'll let him interact with runners on Earth. Dominique Mosbergen"
https://www.huffingtonpost.com/entry/will-tax-reform-close-the-gaps_us_59cbf05be4b02ba6621ff9da,Will Tax Reform Close The Gaps?,POLITICS,"As Congress takes up tax code reform, there is one thing we can be sure of. Most of us will not understand what the House","William S. Becker, ContributorEnergy & Climate Policy Expert",2017-09-27,"Will Tax Reform Close The Gaps? As Congress takes up tax code reform, there is one thing we can be sure of. Most of us will not understand what the House William S. Becker, ContributorEnergy & Climate Policy Expert"
https://www.huffingtonpost.com/entry/serena-williams-secret-weapon-jehovah-god_us_55a06ed9e4b0ecec71bc445b,Serena Williams' Secret Weapon: 'Jehovah God',RELIGION,She and her four older sisters became Witnesses after their mother converted to the faith in the early 1980s.,"Kimberly Winston, Religion News Service",2015-07-11,"Serena Williams' Secret Weapon: 'Jehovah God' She and her four older sisters became Witnesses after their mother converted to the faith in the early 1980s. Kimberly Winston, Religion News Service"
https://www.huffingtonpost.com/entry/blessing-of-the-bikes_n_7546710.html,‘Blessing Of The Bikes' Helps Churches Make Climate Change A Local Issue,RELIGION,,,2015-06-09,‘Blessing Of The Bikes' Helps Churches Make Climate Change A Local Issue  
https://www.huffingtonpost.com/entry/facing-death-how-religion_b_6701596.html,Facing death: How religion matters,RELIGION,,"David Briggs, ContributorWriter, Association of Religion Data Archives",2015-02-18,"Facing death: How religion matters  David Briggs, ContributorWriter, Association of Religion Data Archives"
https://www.huffingtonpost.com/entry/space-photos-of-the-week-nasa_us_5baeb493e4b014374e2e1b92,"Space Photos Of The Week: NASA's Best Astronomy, Spaceflight Pictures & Videos",SCIENCE,"NASA launched another communications satellite into orbit last week, releasing this incredible shot of the Atlas V rocket",Melissa Cronin,2013-02-03,"Space Photos Of The Week: NASA's Best Astronomy, Spaceflight Pictures & Videos NASA launched another communications satellite into orbit last week, releasing this incredible shot of the Atlas V rocket Melissa Cronin"
https://www.huffingtonpost.com/entry/massive-asteroid-brush-past-earth-livestream_us_5baebe48e4b014374e2ed2f2,Massive Asteroid To Brush Past Earth Monday (VIDEO),SCIENCE,You can also watch the asteroid broadcast live on Space.com. Scientists estimate that 2000 EM26 is about 885 feet (270 meters,"Space.com, Space.com",2014-02-17,"Massive Asteroid To Brush Past Earth Monday (VIDEO) You can also watch the asteroid broadcast live on Space.com. Scientists estimate that 2000 EM26 is about 885 feet (270 meters Space.com, Space.com"
https://www.huffingtonpost.com/entry/hillary-clinton-campaign-strategy_us_579aa52ae4b08a8e8b5d759f,11 Things Hillary Clinton Must Do To Beat Donald Trump,POLITICS,Defeating the demagogic billionaire won’t be as easy. Here’s the Clinton strategic checklist for the campaign's final months.,Howard Fineman,2016-07-29,11 Things Hillary Clinton Must Do To Beat Donald Trump Defeating the demagogic billionaire won’t be as easy. Here’s the Clinton strategic checklist for the campaign's final months. Howard Fineman
https://www.huffingtonpost.com/entry/if-the-pope-is-really-serious-about-fair-pay_b_7225128.html,If the Pope Is Really Serious About Fair Pay Then He Should Make Altar Girls Mandatory,RELIGION,"If Pope Francis really wants women to be paid fairly, there is something he can do today that would alter his culture in a disruptive and transformational way: he should make the appointment of altar girls a priority and begin the process of allowing women to be priests and cardinals.","Soraya Chemaly, ContributorFeminist, writer, and satirist (not always in that order)",2015-05-06,"If the Pope Is Really Serious About Fair Pay Then He Should Make Altar Girls Mandatory If Pope Francis really wants women to be paid fairly, there is something he can do today that would alter his culture in a disruptive and transformational way: he should make the appointment of altar girls a priority and begin the process of allowing women to be priests and cardinals. Soraya Chemaly, ContributorFeminist, writer, and satirist (not always in that order)"
https://www.huffingtonpost.com/entry/new-york-donald-trump-gop-nomination_us_5716e3d0e4b06f35cb711ead,"With His New York Walkover, Donald Trump Takes A Big Step Toward 1,237",POLITICS,The GOP primary calendar is now working to the front-runner's advantage.,Scott Conroy,2016-04-20,"With His New York Walkover, Donald Trump Takes A Big Step Toward 1,237 The GOP primary calendar is now working to the front-runner's advantage. Scott Conroy"
https://www.huffingtonpost.com/entry/explaining-the-middle-eas_b_5892796.html,Explaining the Middle East in Two Minutes!,POLITICS,Your favorite politician or pundit says there's an easy solution? This should help clarify things...,"Rick Horowitz, ContributorMilwaukee Public TV Commentator, Writing Coach, Writing & ...",2014-09-27,"Explaining the Middle East in Two Minutes! Your favorite politician or pundit says there's an easy solution? This should help clarify things... Rick Horowitz, ContributorMilwaukee Public TV Commentator, Writing Coach, Writing & ..."
https://www.huffingtonpost.com/entry/ebola-outbreak-highlights_b_6083218.html,Ebola Outbreak Highlights Struggle for Science in Africa and Inequalities in Global Health Research,SCIENCE,"In part, the lack of research in ""non-profitable"" infectious diseases occurring in underprivileged countries has left threats like Ebola largely unaddressed. In addition, inequalities within the system of international scientific collaboration have hindered African researchers from leading the way against diseases ravaging their continent.","Tamer Fouad, MD, ContributorOncologist at the National Cancer Institute in Cairo.",2014-11-01,"Ebola Outbreak Highlights Struggle for Science in Africa and Inequalities in Global Health Research In part, the lack of research in ""non-profitable"" infectious diseases occurring in underprivileged countries has left threats like Ebola largely unaddressed. In addition, inequalities within the system of international scientific collaboration have hindered African researchers from leading the way against diseases ravaging their continent. Tamer Fouad, MD, ContributorOncologist at the National Cancer Institute in Cairo."
https://www.huffingtonpost.com/entry/neil-degrasse-tyson_us_592fdff0e4b0e09b11edbf7e,Neil deGrasse Tyson Burns Donald Trump Over Possible Paris Climate Deal Withdrawal,SCIENCE,🔥🔥🔥,Lee Moran,2017-06-01,Neil deGrasse Tyson Burns Donald Trump Over Possible Paris Climate Deal Withdrawal 🔥🔥🔥 Lee Moran
https://www.huffingtonpost.com/entry/loneliness-bad-for-you_us_56548ffbe4b0258edb32fc88,"Loneliness Is Bad For You, And This Study May Help Explain Why",SCIENCE,Feeling lonely may trigger changes in our cells that could make us more susceptible to illness.,Jacqueline Howard,2015-11-28,"Loneliness Is Bad For You, And This Study May Help Explain Why Feeling lonely may trigger changes in our cells that could make us more susceptible to illness. Jacqueline Howard"
https://www.huffingtonpost.com/entry/huffpost-rise-morning-newsbrief-dec-15_us_566fc957e4b011b83a6c7089,HuffPost Rise: What You Need To Know On December 15,POLITICS,"Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day.",,2015-12-15,"HuffPost Rise: What You Need To Know On December 15 Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day. "
https://www.huffingtonpost.com/entry/not-2015-easter-yet_b_7036028.html,Not 2015 Easter Yet,RELIGION,Children in their Sunday best were clutching on beautifully intertwined palm arrangements as they packed into the church compound that also includes the Ahliya School.,"Daoud Kuttab, ContributorPalestinian journalist",2015-04-13,"Not 2015 Easter Yet Children in their Sunday best were clutching on beautifully intertwined palm arrangements as they packed into the church compound that also includes the Ahliya School. Daoud Kuttab, ContributorPalestinian journalist"
https://www.huffingtonpost.com/entry/top-stories-science-feb-17-22_us_5baeb4c8e4b014374e2e2397,"Top Five Stories On HuffPost Science This Week, Feb. 17-22 (VIDEO)",SCIENCE,"From monsters living in our bodies to real-life ""zombie"" cells, this week's science news has a peculiar sci-fi/horror twist",Cara Santa Maria,2013-02-23,"Top Five Stories On HuffPost Science This Week, Feb. 17-22 (VIDEO) From monsters living in our bodies to real-life ""zombie"" cells, this week's science news has a peculiar sci-fi/horror twist Cara Santa Maria"
https://www.huffingtonpost.com/entry/marijuana-study-teen-dependent-pot_n_5769788.html,Teen Weed Users May Face High Risk For Dependence,SCIENCE,,David Freeman,2014-09-05,Teen Weed Users May Face High Risk For Dependence  David Freeman
https://www.huffingtonpost.com/entry/scientists-develop-meat-alternatives-tofurky_us_56549a0be4b0879a5b0c8783,How Fake Meat May Change Our Future Thanksgiving Dinners,SCIENCE,"Even if you're not a vegetarian, we might all be eating fake meat by 2050.",Eliza Sankar-Gorton,2015-11-26,"How Fake Meat May Change Our Future Thanksgiving Dinners Even if you're not a vegetarian, we might all be eating fake meat by 2050. Eliza Sankar-Gorton"
https://www.huffingtonpost.com/entry/cancer-research-targeted-therapeutics-immunotherapy_us_5757a2fae4b0a3d6fbd32c60,Here's One Reason To Be Optimistic About The Field Of Cancer Research,SCIENCE,"Scientists have seen small-scale successes with targeted therapeutics, and that could mean something big in the long run.",Rahel Gebreyes,2016-06-08,"Here's One Reason To Be Optimistic About The Field Of Cancer Research Scientists have seen small-scale successes with targeted therapeutics, and that could mean something big in the long run. Rahel Gebreyes"
https://www.huffingtonpost.com/entry/a-call-for-data-literacy_b_6978720.html,A Call for Data Literacy,SCIENCE,"If we care about young people's privacy, we need to teach them data literacy. Schools need to provide opportunities to educate children in the politics of data, including what it means, how it can be used, and how they can exert agency over their own position as a ""data point.""","Matt Rafalow, ContributorMatt Rafalow is a Ph.D. candidate in sociology at UC Irvine, a...",2015-04-01,"A Call for Data Literacy If we care about young people's privacy, we need to teach them data literacy. Schools need to provide opportunities to educate children in the politics of data, including what it means, how it can be used, and how they can exert agency over their own position as a ""data point."" Matt Rafalow, ContributorMatt Rafalow is a Ph.D. candidate in sociology at UC Irvine, a..."
https://www.huffingtonpost.com/entry/how-can-an-intellectual-believe-in-god_us_59a08f9ee4b0cb7715bfd569,How Can A Person Of Science Believe In A God?,RELIGION,Human beings are a species that constantly look for order and reason in the universe (we’re looking at you Neil Degrasse,"Outspeak, ContributorOutspeak™ is the opinion outlet for digital storytellers every...",2017-08-25,"How Can A Person Of Science Believe In A God? Human beings are a species that constantly look for order and reason in the universe (we’re looking at you Neil Degrasse Outspeak, ContributorOutspeak™ is the opinion outlet for digital storytellers every..."
https://www.huffingtonpost.com/entry/mormon-mass-resignation_n_5618311.html,Group Conducts Mass Resignation From LDS Church,RELIGION,,Antonia Blumberg,2014-07-24,Group Conducts Mass Resignation From LDS Church  Antonia Blumberg
https://www.huffingtonpost.com/entry/lyme-disease-bacteria-immune-system-iron_us_5baeb536e4b014374e2e32a8,"Lyme Disease Bacterium Switches Out Iron For Manganese To Evade Immune System, Study Shows",SCIENCE,"""The only therapy for Lyme Disease right now are antibiotics like penicillin, which are effective if the disease is detected",,2013-03-24,"Lyme Disease Bacterium Switches Out Iron For Manganese To Evade Immune System, Study Shows ""The only therapy for Lyme Disease right now are antibiotics like penicillin, which are effective if the disease is detected "
https://www.huffingtonpost.com/entry/listen-to-this-catholic-priest-poke-holes-in-trumps-america-first-climate-plan_us_58de8329e4b0ba359594900b,Listen To This Catholic Priest Poke Holes In Trump's 'America First' Climate Plan,POLITICS,"""Policies that fail to protect our planet are not only against Catholic teaching but are also immoral.”",Carol Kuruvilla,2017-03-31,"Listen To This Catholic Priest Poke Holes In Trump's 'America First' Climate Plan ""Policies that fail to protect our planet are not only against Catholic teaching but are also immoral.” Carol Kuruvilla"
https://www.huffingtonpost.com/entry/dianne-feinstein-hillary-clinton_n_6826790.html,Dianne Feinstein Wants Hillary Clinton To 'Step Up' And Address Email Controversy,POLITICS,,Sam Levine,2015-03-08,Dianne Feinstein Wants Hillary Clinton To 'Step Up' And Address Email Controversy  Sam Levine
https://www.huffingtonpost.com/entry/blue-marble-eastern-hemisphere-photo_us_5baeaa05e4b014374e2d49b4,Blue Marble Eastern Hemisphere: NASA Releases Another High-Definition Image Of Earth (PHOTO),SCIENCE,"SCROLL DOWN FOR IMAGES The spacecraft, which was sent into orbit last October, will be used to forecast weather and to study",,2012-02-04,"Blue Marble Eastern Hemisphere: NASA Releases Another High-Definition Image Of Earth (PHOTO) SCROLL DOWN FOR IMAGES The spacecraft, which was sent into orbit last October, will be used to forecast weather and to study "
https://www.huffingtonpost.com/entry/stephen-hawkings-ideas-explained-in-cartoon_us_5baebbe9e4b014374e2e929d,Stephen Hawking's 'Big Ideas' Explained In Cartoon Form (VIDEO),SCIENCE,"""I suppose the incredible thing is that he came up with all these profound, provocative insights without the convenience",Sarah Barness,2013-09-29,"Stephen Hawking's 'Big Ideas' Explained In Cartoon Form (VIDEO) ""I suppose the incredible thing is that he came up with all these profound, provocative insights without the convenience Sarah Barness"
https://www.huffingtonpost.comhttp://www.christianitytoday.com/gleanings/2016/july/tim-lahaye-dies-left-behind-coauthor-stroke.html,Prominent Evangelical Author Of 'Left Behind' Series Dies At 90,RELIGION,Tim LaHaye is revered by Christian audiences for his popular novels about the end of times.,,2016-07-25,Prominent Evangelical Author Of 'Left Behind' Series Dies At 90 Tim LaHaye is revered by Christian audiences for his popular novels about the end of times. 
https://www.huffingtonpost.com/entry/muslim-americans-fear-america_us_56f9413ce4b0a372181a57c7,WATCH: Americans Open Up About What It's Like To Be Muslim In This Country,RELIGION,It's harder than you think.,Chantelle DMello,2016-03-28,WATCH: Americans Open Up About What It's Like To Be Muslim In This Country It's harder than you think. Chantelle DMello
https://www.huffingtonpost.com/entry/why-do-we-blink-so-much-mental-rest_us_5baeb40ce4b014374e2e07e2,"Why Do We Blink So Much? Blinking Provides Mental Rest, New Research Suggests",SCIENCE,"The researchers found that at points where natural breaks occurred in the video, two things happened: the stop elicited a",Melissa Cronin,2012-12-30,"Why Do We Blink So Much? Blinking Provides Mental Rest, New Research Suggests The researchers found that at points where natural breaks occurred in the video, two things happened: the stop elicited a Melissa Cronin"
https://www.huffingtonpost.com/entry/ship-construction-site_us_568d14cae4b0cad15e62a87a,Revolutionary War-Era Ship Unearthed At D.C.-Area Construction Site,SCIENCE,"""It makes you wonder what else is hidden and underneath our ground here.""",Nina Golgowski,2016-01-06,"Revolutionary War-Era Ship Unearthed At D.C.-Area Construction Site ""It makes you wonder what else is hidden and underneath our ground here."" Nina Golgowski"
https://www.huffingtonpost.com/entry/how-to-be-more-productive_us_5baebf1ee4b014374e2ee7b3,Consider Doing Nothing And It Just Might Make You More Productive,SCIENCE,The study included three separate experiments in which more than 100 men and women were put into different groups to complete,Jacqueline Howard,2014-04-12,Consider Doing Nothing And It Just Might Make You More Productive The study included three separate experiments in which more than 100 men and women were put into different groups to complete Jacqueline Howard
https://www.huffingtonpost.com/entry/gay-marriage-a-christian-response_b_7674250.html,Gay Marriage: A Christian Response,RELIGION,Can a faithful Christian support the court's decision? What can we say in response to questions voiced by some Christian people?,"Barbara Kay Lundblad, ContributorOrdained minister, Evangelical Lutheran Church in America",2015-06-26,"Gay Marriage: A Christian Response Can a faithful Christian support the court's decision? What can we say in response to questions voiced by some Christian people? Barbara Kay Lundblad, ContributorOrdained minister, Evangelical Lutheran Church in America"
https://www.huffingtonpost.com/entry/instagram-earths-beauty_n_7114076.html,'Mind-Blowing And Humbling',RELIGION,,Carol Kuruvilla,2015-04-22,'Mind-Blowing And Humbling'  Carol Kuruvilla
https://www.huffingtonpost.com/entry/aral-sea-time-lapse_us_57c98f3ee4b078581f12b631,Watch One Of The World's Largest Lakes Shrink Before Your Eyes,SCIENCE,"Going, going, nearly gone.",Steven Hoffer,2016-09-02,"Watch One Of The World's Largest Lakes Shrink Before Your Eyes Going, going, nearly gone. Steven Hoffer"
https://www.huffingtonpost.com/entry/trump-white-supremacy-charlottesville_us_598f9931e4b08a247274e406,SAY IT: People Beg Trump To Clearly Denounce White Supremacy,POLITICS,"By Sunday, White House officials clarified that he meant to do so, yet there was still no denouncement from Trump himself.",Carla Herreria and Marina Fang,2017-08-13,"SAY IT: People Beg Trump To Clearly Denounce White Supremacy By Sunday, White House officials clarified that he meant to do so, yet there was still no denouncement from Trump himself. Carla Herreria and Marina Fang"
https://www.huffingtonpost.com/entry/worm-lizard-skull-fossil-spain_n_5465464.html,Skull Reveals Ancient Secrets Of Weird 'Worm Lizard',SCIENCE,,,2014-06-07,Skull Reveals Ancient Secrets Of Weird 'Worm Lizard'  
https://www.huffingtonpost.com/entry/curiosity-mars-travel_us_5baeb044e4b014374e2db8c6,Curiosity: The Mars Rover and the Promise of Space Exploration,SCIENCE,"On the morning of August 6, Curiosity, the most ambitious and complex robotic rover in space history, will land on the Martian surface. If successful, it could help answer questions we have been asking for a century, most notably: Could Mars have ever have sustained life?","Chris Carberry, Contributor
CEO, Explore Mars",2012-08-05,"Curiosity: The Mars Rover and the Promise of Space Exploration On the morning of August 6, Curiosity, the most ambitious and complex robotic rover in space history, will land on the Martian surface. If successful, it could help answer questions we have been asking for a century, most notably: Could Mars have ever have sustained life? Chris Carberry, Contributor
CEO, Explore Mars"
https://www.huffingtonpost.com/entry/pope-francis-palm-sunday-2018-message-for-youth_us_5ab7b18ae4b054d118e3f318,"After Children Marched For Their Lives, Pope Francis Urged Young People To ‘Keep Shouting’",RELIGION,"At a solemn Palm Sunday service, the pope urged young people to not allow older generations to silence their voices.","Philip Pullella, Reuters",2018-03-25,"After Children Marched For Their Lives, Pope Francis Urged Young People To ‘Keep Shouting’ At a solemn Palm Sunday service, the pope urged young people to not allow older generations to silence their voices. Philip Pullella, Reuters"
https://www.huffingtonpost.comhttps://www.washingtonpost.com/lifestyle/style/larry-wilmore-on-his-whca-dinner-speech-i-know-i-lost-the-room-early/2016/05/04/c67e035a-120e-11e6-93ae-50921721165d_story.html,Larry Wilmore On His WHCA Dinner Speech: ‘I Know I Lost The Room Early’,POLITICS,Larry Wilmore’s provocative monologue at the White House correspondents’ dinner Saturday is still reverberating through,,2016-05-04,Larry Wilmore On His WHCA Dinner Speech: ‘I Know I Lost The Room Early’ Larry Wilmore’s provocative monologue at the White House correspondents’ dinner Saturday is still reverberating through 
https://www.huffingtonpost.com/entry/holiday-grief-new-traditions_us_567b09a2e4b06fa6887fe261,How The Grieving Are Turning To New Traditions For The Holidays,RELIGION,It's not always the most wonderful time of year for those who have lost loved ones.,Jaweed Kaleem,2015-12-23,How The Grieving Are Turning To New Traditions For The Holidays It's not always the most wonderful time of year for those who have lost loved ones. Jaweed Kaleem
https://www.huffingtonpost.com/entry/pluto-north-pole_us_56d07dffe4b03260bf768be7,Amazing Image Shows Pluto's Frozen Canyons,SCIENCE,Take a closer look at the planet's impressive landscape.,Steven Hoffer,2016-02-26,Amazing Image Shows Pluto's Frozen Canyons Take a closer look at the planet's impressive landscape. Steven Hoffer
