text,label
"U.S. Lawmakers Want To Bar States From Making Your Phone Less Secure The ENCRYPT Act is sponsored by Democratic Representative Ted Lieu and Republican Blake Farenthold. Dustin Volz, Reuters",0
"What Is A Hate Group? It’s more important to call out hate groups that operate in the mainstream than those that operate at the fringes. J. Richard Cohen, ContributorPresident, Southern Poverty Law Center",0
"Lake Whillans Submarine Played Key Role In Search For Subglacial Life (VIDEO) By: Becky Oskin, OurAmazingPlanet Staff Writer Published: 03/01/2013 02:53 PM EST on LiveScience Antarctic Album: Drilling ",2
This Breathtaking Photo Shows Two Galaxies Merging Together The Hubble Space Telescope captured the spectacular sight. Lee Moran,2
"How Do Jews View Science? So that's the first challenge for the Jewish community when it comes to science -- while the Christian community grapples with how to embrace science, the Jewish community has to figure out how to relate to Judaism. Rabbi Geoffrey A. Mitelman, ContributorFounding Director, Sinai and Synapses",1
"A Bioengineered Tree Could Revive America's Once-Vast Chestnut Forests A century ago, towering forests of chestnut trees blanketed the East Coast of the United States. Then a fungus that hitched ",2
"Former CIA Head Explains Why Armed Forces Can't Legally Obey Trump ""If he were to order that once in government, the American armed forces would refuse to act."" Sam Levine",0
1 in 4 Americans Believe God Will Decide Super Bowl  Antonia Blumberg,1
"Bone Thugs-N-Harmony Describes The Role Of Religion In Its Raps The Cleveland group says religious beliefs had a ""major effect"" on its lyrics. Rahel Gebreyes",1
"Reb Zalman's Unique Funeral His leaving was as unconventional as his teaching and his life. Rabbi Zalman Schachter-Shalomi wanted no casket, no plain pine box. For his funeral, held on the Fourth of July, he wanted to be clothed in his white kittel. Sara Davidson, ContributorAuthor of ""The December Project,"" ""Loose Change"" and ""Joan: Fo...",1
"Losing Our Religion: The Death of Christian Mosul The advance of ISIS in Syria and Iraq has all but wiped out some of the most ancient Christian communities. Some of the most important early Christian manuscripts which resided in monasteries there have been burned. Rev. Michael Rogers, S.J., ContributorJesuit Priest",1
"Cardinal O'Malley On Sex Abuse: ""There Is So Much Denial""  ",1
"Sunday's Solar Eclipse To Be Rare, Dramatic 'Hybrid' Event Diamond necklace, then totality Remember that Daylight Saving Time ends at 2 a.m. on Sunday morning! You must set your clocks Space.com, Space.com",2
"If the Pope Is Really Serious About Fair Pay Then He Should Make Altar Girls Mandatory If Pope Francis really wants women to be paid fairly, there is something he can do today that would alter his culture in a disruptive and transformational way: he should make the appointment of altar girls a priority and begin the process of allowing women to be priests and cardinals. Soraya Chemaly, ContributorFeminist, writer, and satirist (not always in that order)",1
"Daily Meditation: A World Full Of Love We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness Antonia Blumberg",1
"Canada Unveils A Hijab-Wearing News Anchor ""I worried about whether I could make it very far in hijab.” Majid Kazmi, ContributorAuthor, Social Entrepreneur, Founder & CEO, Valu Ventures Inc.",1
12 Awe-Inspiring Poets To Read In Your Lifetime Medicine for the soul. Antonia Blumberg,1
This Guy's Fate Is Completely In Jesus' Hands  Yasmine Hafiz,1
"Freedom's Martyr: The Story Of Aaron Swartz Aaron lived for liberation of information. Aaron lived to free information, and eventually died for it. Sean Smith, ContributorMarketer, writer, and consultant at Simpletiger",0
"Hubble Space Telescope Helps Solve Mystery Of Universe's Massive Galactic Burnouts ""We at last show how these compact galaxies can form, how it happened, and when it happened,"" Toft said. ""This basically Space.com, Space.com",2
"ICE Violates First Amendment Rights Of 60 Faith Leaders And Attorneys To commemorate World Refugee Day (Tuesday, June 20th), Community Initiatives for Visiting Immigrants in Confinement (CIVIC Christina Fialho, ContributorCo-Founder/Executive Director, Freedom for Immigrants (formerl...",1
"Many Commonly Used Drugs Are Useless  Allen Frances, ContributorProfessor Emeritus, Duke University",2
Bill Clinton: I Don't Think I'm Good At Campaigning Anymore 'Because I'm Not Mad At Anybody'  Paige Lavender,0
"IRS Launches Safety Review Amid Threats To Workers Linked To Conspiracy Theories The Internal Revenue Service says it is conducting a comprehensive review of safety at its facilities. FATIMA HUSSEIN, AP",0
WATCH: Why Mirrors Flip Things Sideways But Not Upside Down  Macrina Cooper-White,2
Thousands Of Muslims Crowded Into The Streets Of German Cities This Friday  Carol Kuruvilla,1
"Repent And Believe In The Gospel! Over 300 Christian Theologians Challenge The Corruption Of U.S. Christianity The Boston Declaration, condemning the abuse of the Christian faith by many conservatives today, was just written, signed Susan Thistlethwaite, ContributorI am a Professor of Theology and President Emerita of Chicago ...",1
Uganda's Top Anglican Leader Doubles Down On Anti-Gay Law  ,1
"Dinosaur 'Birds' Glided Rather Than Flew Like Modern Birds, Fossil Analysis Suggests Some of the first birdlike creatures to emerge during the age of the dinosaurs probably couldn't get their heavy wings to ",2
"Brain & Obesity: Neural Implant Could Curb Overeating, Mouse Study Suggests Deep brain stimulation is already used as a way to help reduce tremors in patients with Parkinson's disease, and scientists ",2
"Unusual Asteroid Could Be An Interstellar Guest To Our Solar System The supposed ""interstellar immigrant"" is located near Jupiter but has an atypical orbit. Carol Kuruvilla",2
"Saving a Murderer's Life: Who Would Jesus Execute? The question I'm asking is this: What possible good comes out of taking another life because of this tragedy? What sense does it make to kill people who kill people to show that killing people is wrong. The answer is this: It doesn't make any sense. Chris Boeskool, ContributorBlogs at theboeskool.com about Jesus, politics and bathroom humor",1
"Venus Rises Behind The Aurora In Stunning Time-Lapse Filmed From Space Thank you, Tim Peake! Lee Moran",2
"Lyme Disease Bacterium Switches Out Iron For Manganese To Evade Immune System, Study Shows ""The only therapy for Lyme Disease right now are antibiotics like penicillin, which are effective if the disease is detected ",2
"Some Fish Can Recognize Human Faces, Scientists Find Don’t underestimate your pet fish. Bahar Gholipour",2
"The Bhikkunis: Exploring The History Of Female Monks In Thailand Some male monks believe that the Bhikkhunis are not legitimate monks. Like many religions, Buddhist history is narrated from Zainab Salbi, ContributorZainab Salbi is an author, media commentator and Founder of Wo...",1
"Climate Probably Didn't Cause Extinctions, Researchers Say  ",2
"American Sculptor Prepares Delicately Crafted Gift For Pope Francis In his studio in his serene backyard in Deptford, Frank Seder Jr. meticulously shaved a fine layer along a curve of a wooden ",1
Are We Getting The Science Of Sun Exposure All Wrong?  ,2
"Cardinal Dolan Calls DACA Termination 'Not Christian' And 'Not American' “[Ending DACA] turns our beloved immigrants into political hockey pucks, and they shouldn’t be.” David Hinckley , ContributorEntertainment and pop culture writer",1
"""Bible Believing"" Pastors and the Enabling of Domestic Violence I didn't know the pastor who phoned me from Alabama. But my alarm bells went off the moment he identified himself as a ""Bible-believing Christian."" John Shore, ContributorAuthor, ""Ashes to Asheville.""",1
"People Tell Their Tragic Stories To Try To Slow Trump's Rule-Killing Drive Meanwhile, Congress is considering a bill that would make it harder to write regulations. Kaeli Subberwal",0
"Judge Says Injunction Against Clean Water Rule Limited To 13 States The EPA maintained after Erickson's initial ruling that the injunction applied in only those 13 states, and said it had begun enforcing it elsewhere. James MacPherson, AP",0
Trump Willing To Testify Under Oath About Russia And Comey The former FBI director called Trump a liar. Elise Foley and Arthur Delaney,0
"The Secret of Coolness Revealed We have brought back James Dean to our current days' cool. I could breathe freely again. Cancel my tattoos' removal appointment. Light another smoke. Ilan Dar-Nimrod, Contributor
Assistant Professor, University of Sydney",2
Oxford Researchers Make Startling Discovery About Ancient St. Nicholas Relic Just don't tell the kids. Carol Kuruvilla,2
"What Can Your Country Deliver With the Push of a Button? The worlds first true superpower will be the country that creates meaningful work and shared prosperity for it's citizens and the world by implementing durable distributed grid resource systems that can be delivered anywhere in the world -- with the push of a button. Dylan Ratigan, ContributorNew York Times Best-Selling author, entrepreneur and formerly ...",0
"'Star Trek' May Inspire Names For Pluto's Craters, Mountains, & Other Features (PHOTOS) Some of the other candidates from the contest will likely find new life as the names of Pluto surface features spotted by Space.com, Space.com",2
"WWJD: What Would Jesus Do? Do You Really Want to Know? Once upon a time, a mother made her son a wristband. On it was written: WWJD? This, of course stood for: ""What Would Jesus Do?"" She instructed her son to look at the wristband before making decisions on how to live his Christian life. Mick Mooney, ContributorAuthor - Trainer - Speaker",1
"Listen To This Catholic Priest Poke Holes In Trump's 'America First' Climate Plan ""Policies that fail to protect our planet are not only against Catholic teaching but are also immoral.” Carol Kuruvilla",0
"Feds Need Look No Further Than Rodney King for the Case Against Wilson Brown, as was King, was unarmed. Brown and King were not charged with a crime when detained. Brown as King received injuries after he ceased resisting. Brown, as King was, was abused during an official stop. These, as they were with King, are compelling civil rights violations. Earl Ofari Hutchinson, ContributorAuthor and political analyst",0
"Alone in the Synagogue Though I might not subscribe to every prayer in the Siddur, I always use the synagogue time for my own prayer of thanks for being alive and the multitudes of blessings I enjoy.  I want to let the Lord know I haven't forgotten them.  Then, leaving the hall, the yarmulke still in place on my head, I head home feeling a little purer. Stanley Ely, ContributorWriter",1
"People Are Listing Why They're Thankful This Thanksgiving, No Thanks To Donald Trump ""Kindness and empathy are still present in the hearts of our citizens."" Lee Moran",0
"Come Into the Madang:  World Council of Churches and Climate Justice We all need to call out to the God of life and ask God to lead us to justice and peace. We need to join together and work for social justice as the earth is crying out and pleading with us. Grace Ji-Sun Kim, ContributorAssociate Professor of Theology at Earlham School of Religion",1
"Lies, Damned Lies, and Bill Maher's Statistics What Bill Maher, Sam Harris and many others like them fail to realize is that religion as it is practiced is a product of a wide array of factors, the official texts being only one of them. People of any faith are more shaped by the norms of their cultural context, interpreting their religious texts to comport with those norms rather than the other way around. Timothy E. Kaldas, ContributorWriter, commentator and professor of politics based at Nile Un...",1
Cardinal: Boko Haram Has Shamed Nigeria  ,1
"How ESPN Became A Political Punching Bag In The Trump Era Conservatives rage that ESPN should have suspended or fired Hill; its statement (“We have addressed this with Jemele and Daniel Roberts, Yahoo! Finance",0
Kansas Pastor Claims She's Received Death Threats For Officiating Same-Sex Weddings  Carol Kuruvilla,1
‘Blessing Of The Bikes' Helps Churches Make Climate Change A Local Issue  ,1
"America’s Health Is In The Hands Of GOP Frat Boys This just in: Health care is not a game. It’s a matter life or death for millions and millions of Americans. But you sure Michael Winship, ContributorFormer senior writer, BillMoyers.com. President, Writers Guild...",0
Medusae Fossae: Mars Formation May Be Ancient Volcanic Ash By: Mike Wall Published: 05/26/2012 06:24 AM EDT on SPACE.com One of the Red Planet's most mysterious landforms is probably ,2
"Syria v Ukraine  Jeff Danziger, ContributorPolitical cartoonist syndicated by the NYTimes worldwide",0
"Large Rural Manufacturers May Score Higher Than Urban Ones On Innovation Rural areas may be as innovative as urban ones in some instances. The finding contradicts conventional wisdom that urban Daily Yonder, ContributorKeep It Rural",0
Arts Funding Gets A Boost From Congress After Trump Suggested Slashing It The budget deal is a rebuke to the White House proposal for draconian cuts. Marina Fang,0
"'Guggenheim' Painting Shown To Be Fake With Help Of 'Bomb Peak' Technique ""It is due to this rapid change that works from those years can be dated extremely accurately,"" Mandò added. ""In this case LiveScience, LiveScience",2
"Fix the Gas Tax Before Exploring Per-Mile Taxes Some lawmakers are beginning to wonder whether we need a complete overhaul of the way we pay for our transportation system. We don't. At least not yet. Carl Davis, ContributorResearch Director, Institute on Taxation and Economic Policy (...",0
"Hillary Clinton Gives U.F.O. Buffs Hope She Will Open The X-Files When Jimmy Kimmel asked Hillary Clinton in a late-night TV interview about U.F.O.s, she quickly corrected his terminology ",0
The Political Revolution Is Close To Fruition In Oregon Democratic Gov. Kate Brown has advanced a slew of progressive priorities since she took office last year. Samantha Lachman,0
Muslim Prisoners Say They Are Forced To Compromise Beliefs In Miami-Dade Prisons Muslim inmates in facilities within the Miami-Dade County Corrections and Rehabilitation Department say they've been forced Jared Greenhouse,1
"Paleontologist Talks About Fossil ‘Find Of A Lifetime’ In Area Cut From Bears Ears “I will probably spend the rest of my career working on this site,"" said paleontologist Robert Gay. Chris D'Angelo",2
Pope Francis Urges Action On Migrant Deaths  ,1
Religious Tension High After Mosque Closures  ,1
REVEALED: Why Feathers First Evolved  Jacqueline Howard,2
"Alien Life Unlikely To Survive Around Dying Stars In Shifting Habitable Zones, Study Suggests Life is unlikely to survive on exoplanets that orbit cooling stars such as white dwarfs, a new study suggests. ""So, even ",2
"'Noah' and the Boring Fundamentalism of Hollywood Bible Movies Sometimes evangelical Christians make movies. And usually they are horrible. The themes are poorly executed. Instead of life imitated in inspiring ways through the medium of film, a sermon is smugly preached. Zach J. Hoag, ContributorAuthor, Preacher, Binge-Watcher",1
North Pole Temperature Jumps Above Freezing From Bizarre Storms It's unusually warm for being the North Pole. Michael McLaughlin,2
Dinosaur Cells In T. Rex Fossil? Shocking Find Gets New Support From Molecular Analysis Schweitzer and her colleagues have continued to amass support for their interpretation. The latest evidence comes from a Jacqueline Howard,2
"GOP Potentates: House Republicans Descend to New Lows For most of my adult life, I have been aware that Republicans have sought to regulate my body through criminal punishment. But until Tuesday, I did not realize that they had it mind to criminally regulate my gaze as well. Kathleen Frydl, ContributorHistorian studying US state power, policies, and the instituti...",0
"100 Trillion Bacteria Make Up Human Microbiome & Biologists Say It's A Good Thing I can tell you the exact date that I began to think of myself in the first-person plural — as a superorganism, that is, rather ",2
"Connecting the Dots... As the clock ticks, the reasons for acting on climate change are becoming more urgent and obvious, and the religious community is increasingly stepping up to the challenge. Peter Adriance, ContributorRepresentative for Sustainable Development, U.S. Baha'i Office...",1
Daily Meditation: Free Hugs  Antonia Blumberg,1
This Swimsuit Cleans The Ocean As You Swim California scientists have created an absorbent nanosponge material that can be sewn into swimwear and wet suits to soak ,2
"Donald Trump Met Reporters' Kids, And It Was More Trick Than Treat “Well, you have no weight problems. That’s the good news, right?” the president told children. Mollie Reilly",0
"Charles Koch Blasts Subsidies & Tax Credits, But His Firm Has Taken $195 Million Worth of Them Billionaire Charles Koch told a gathering of conservative donors Saturday that politicians must end taxpayer-funded subsidies ",0
"Old Man On Golf Course Complains About Other People Not Working Truly, Donald Trump is a Republican now. Eliot Nelson and Jeffrey Young",0
"Space Photos Of The Week: NASA's Best Astronomy, Spaceflight Pictures & Videos NASA launched another communications satellite into orbit last week, releasing this incredible shot of the Atlas V rocket Melissa Cronin",2
"Houses Of Worship Damaged By Natural Disasters Can Now Receive FEMA Aid The decision is retroactive to mid-August 2017, when Hurricane Harvey hit Texas. Antonia Blumberg",0
"Dear Chuck Todd, Please Don't Enable Liars We know the Trump administration is not below lying to the public. Dan Evans-Nakamura, ContributorAKA ""Dan From The Internet"", UC Berkeley Senior, Assistant Pro...",0
"Your Last Chance to Ask Candidates a Science Question Nothing impacts modern life more than science and yet the candidates are rarely asked questions about it and almost never mention it in speeches. This is a neglect of almost insane proportions. Even children know this. Matthew Chapman, ContributorWriter/director, 'The Ledge'; Author, Trials of the Monkey'; P...",2
Actual Scientists Found That Ayahuasca Can Help You Think More Creatively A psychedelic trip could give your mind the flexibility to unlock old thought patterns. Bahar Gholipour,2
Obama To Visit A Mosque For The First Time As President The visit comes after he called for Muslim Americans to help fight extremism. Sam Levine,0
"When Gospel Sermons Came On The Phonograph By Jerry Zolten, Pennsylvania State University “Kinky Hair is No Disgrace” spoke to demoralization stemming from negative The Conversation US, ContributorViews from experts in academia, providing fact-based analysis ...",1
"Pope To Prisoners: I Am A Man 'Who Was Saved From His Many Sins' SANTA CRUZ, Bolivia (AP) - Pope Francis urged inmates at Bolivia's notoriously violent Palmasola prison to not despair on Nicole Winfield, Associated Press",1
"Maar-Diatreme Volcano Research May Help Geologists Predict Eruptions, Find Diamonds This past summer, Valentine and his colleagues in Buffalo simulated maar eruptions, burying and detonating explosives and ",2
"Breaking Fast at a Sufi Mosque Sufis generally get together for communal dinner every Saturday but during Ramadan when they fast, they get together four times a week to cook and gather for the Iftar meal that breaks the day-long fast. As both sisters are American, tonights dinner is not going to be ethnic. Ramaa Reddy Raghavan, ContributorGraduate, Columbia School of Journalism",1
"Ebola Outbreak Highlights Struggle for Science in Africa and Inequalities in Global Health Research In part, the lack of research in ""non-profitable"" infectious diseases occurring in underprivileged countries has left threats like Ebola largely unaddressed. In addition, inequalities within the system of international scientific collaboration have hindered African researchers from leading the way against diseases ravaging their continent. Tamer Fouad, MD, ContributorOncologist at the National Cancer Institute in Cairo.",2
Transit Cop Investigated After Quizzing Passenger On Immigration Status Exchange on Minneapolis train goes viral. Ron Dicker,0
"Polar Bears Trap Team Of Scientists Inside Remote Weather Station In Russia “The bears live in the Arctic, you know ― we can’t ban them from hanging around."" Ed Mazza",2
"Yes, Virginia, Attention Must Be Paid To Immigrant Youth Today was a day of action for a clean DREAM Act. Sammie Moshenberg, ContributorSammie Moshenberg is a consultant in Washington, DC.",0
First Oil Could Flow Through The Dakota Access Pipeline Next Week A Native American tribe had argued that an oil-filled pipeline would violate their freedom of religion. Michael McLaughlin,0
What You Need To Know About Getting Tickets To See The Pope In Philly And when you do and do not need them. ,1
"My Easter Easter was to my mother what Christmas was to me -- the best of the best.  When I was old enough to articulate my preference for Christmas, I'd start with the unpleasantness of 'Good Friday.' How could torturing someone to death be the cause for celebration? Paula Gordon, ContributorProducer and Host, 'The Paula Gordon Show'",1
1 In 3 Americans Has Heard Their Clergy Discuss Climate Change  ,1
Judge Challenging Alabama Chief Justice On Gay Marriage: 'We're On The Right Side Of History'  Ariel Edwards-Levy,0
"5 Signs You’re Reading The Bible Wrong Growing up my nightly bedtime routine consisted of pulling down my black leather King James Bible and turning to Psalm 23 Tyler Speegle, ContributorHusband, dad, serious coffee drinker, and inspirational blogge...",1
"Tired Of Daylight Saving Time, Lawmakers Look To Lock The Clock As more research shows the harmful effects of shifting to daylight saving time, more states are considering whether it’s Stateline, ContributorStateline provides daily reporting and analysis on trends in s...",0
"Lake Vostok Life Found Nowhere Else On Earth, Russian Scientists Report Antarctica's vast Lake Vostok contains life—including at least one form of life not found elsewhere on Earth, Russian scientists Melissa Cronin",2
"Memories 'Lost' To Alzheimer's Can Be Recovered, Study Suggests CAMBRIDGE (CBS) – Researchers at MIT may have made an important breakthrough in the fight against Alzheimer’s Disease. ",2
"Christians And Jews Team Up To Help Muslims After Texas Mosque Fire “Jewish community members walked into my home and gave me a key to the synagogue."" Ed Mazza",1
EXCLUSIVE INTERVIEW: Temple Grandin On How To Thrive With Autism  Macrina Cooper-White,2
"Eerie Sci-Fi Short Explores Quest To Feel 'Connected' With A Surprising Star Former ""Baywatch"" actress Pamela Anderson is intense. Antonia Blumberg",1
"NASA Launches GOES-R Weather Satellite Images from the satellite are expected to enhance weather forecasts, provide advanced warning of floods and better tracking of wildfires, plumes and volcanic ash clouds. Irene Klotz, Reuters",2
"The Supreme Court Gave Gay Marriage A Big Kanye Shrug  Jason Linkins, Arthur Delaney, and Eliot Nelson",0
Bernie Sanders Gives A Speech Divorced From Reality He rallied supporters with a typical stump speech in Washington ahead of next week's primary -- the last of the season. Samantha Lachman,0
"Pro-Trump Video 'Had To Fall' After Linkin Park Song Copyright Complaints The artists behind the cover of ""In the End"" used in the video thanked fans for helping remove it. Mary Papenfuss",0
"FBI Chief Insists Fight With Apple Is About The San Bernardino Victims ""I hope folks will take a deep breath and stop saying the world is ending."" Cristian Farias",0
Pope Francis Oversees Umbrella Giveaway To Rome's Homeless  ,1
"WTF Is Wrong With You, Trump? Seriously... what the f*** is wrong with you? Nazis? Really? Nazis? This was supposed to be a textbook slam dunk. A no-brainer Andy Ostroy, ContributorPolitical and Pop Culture Analyst",0
"Plants 'Do Math' To Ensure Steady Food Supply, New Research Shows They can even compensate for an unexpected early night. ""This is the first concrete example in a fundamental biological process Reuters, Reuters",2
"Matthew 2:13-23:Significance of Jesus early years  Reverend William E. Flippin, Jr., ContributorChurch Planting/Grassroots Strategist/Ecumenist",1
"The Hunting Ground: Stop Victim Blaming and End Campus Rape I believe the two most basic religious questions are: ""What can I trust?"" and ""Am I alone?""  The immoral failure of schools of higher learning to be a place students can trust is, in the broadest sense, a betrayal of this religious value. Rev. Dr. Susan Brooks Thistlethwaite, ContributorProfessor of Theology, Chicago Theological Seminary",1
The Key To Understanding Pope Francis: All Together Podcast With Father James Martin Because he's free! Paul Brandeis Raushenbush,1
"Long-Beaked Echidna Specimen Suggests Egg-Laying Mammal Isn't Extinct In Australia After All Follow LiveScience on Twitter@livescience. We're also on Facebook &Google+.  Monotremes, which include bizarre little mammals ",2
"Blond Afro Gene Study Suggests Hair Color Trait Evolved At Least Twice ""I think it's a very solid study,"" says Rasmus Nielsen, a population geneticist at the University of California, Berkeley Melissa Cronin",2
"Robert E. Lee's Descendant Leaves Church After Denouncing White Supremacy ""A faction of church members were concerned about my speech,"" he said. Jenna Amatulli",1
"The SESAME Laboratory: Celebrating the Power of Light SESAME stands for Synchrotron-light for Experimental Science and Applications in the Middle East and will be a world-class particle-accelerator-based facility for applied research that covers the full spectrum from protein crystallography to understand the structure of viruses to solid-state physics to improve our computers. Professor Rolf-Dieter Heuer, ContributorCERN Director General",2
"Why It Should Always Be the Season for Exercise We all know that exercise is good for us. And this past holiday season, the market was awash with activity monitors like the FitBit and Nike Fuel Band to help you reach your fitness goals from the neck down. But what about from the neck up? Cognitive Neuroscience Society, ContributorCommitted to the development of mind and brain research",2
"The Deep Roots Of Mormon Feminism: An All Together Conversation With Joanna Brooks An extraordinary conversation about the past, present and future of Mormon gender equality. Paul Brandeis Raushenbush",1
"Radical Ideas Muslims Celebrate In Ramadan Ramadan is a time of selfless devotion and a month of above-ordinary worship. It is time of taking a spiritual inventory Abukar Arman, ContributorA former diplomat who writes about the two issues pushing the ...",1
How This Immigrant Shop Owner Is Helping Make Cleveland A 'Cultural Hub' A tea house proprietor talks multiculturalism in light of the RNC. Madeline Diamond,1
"The Constitutional Apocalypse If you don't believe state legislatures matter, consider this. Les Leopold, ContributorExecutive Director, The Labor Institute",0
"Supreme Court Rules Trump Wrongly Ended DACA, Leaves Program In Place Nearly 650,000 people are currently protected from deportation under the Deferred Action for Childhood Arrivals program. Elise Foley",0
"Alabama Governor: If We Can Put A Man On The Moon, We Can Build More Prisons The Department of Justice launched an investigation last year into conditions at the state's prisons. Sam Levine",0
Zika Virus Is At Least 50 Years Old. Here's Why You're Only Hearing About It Now. An infectious disease specialist explains all you need to know. Carolyn Gregoire,2
Scaramucci Not Ready To Give Up The Attention Despite Saying He'd 'Go Dark' The Mooch keeps on talking. Paige Lavender,0
"Loophole In California Water Laws Could Open Way For Bottling Plant Despite Drought Is a bottling company about to get unlimited groundwater when locals have been conserving during the drought? Some residents Alastair Bland, Water Deeply",0
Guidelines For Muslim-Jewish Interfaith Dialogue  Antonia Blumberg,1
"No, Franklin Graham. Removal Of Ten Commandments Monument Is Nothing Like ISIS Rampages So stop trying to compare them. Antonia Blumberg",1
"Prostate Adventures: Another Reason to Appreciate the California Stem Cell Program Cancer is tough to kill. It may go into remission and come back later. Fortunately, the California stem cell program is pretty tough too. Don C. Reed, Contributor
Sponsor, California’s Roman Reed Spinal Cord Injury Research A...",2
"Some British Jews Are Seeking German Citizenship After Brexit Brexit has prompted British Jews whose relatives fled Nazi Germany to apply for a German passport. Tina Bellon, Reuters",1
"Watch One Of The World's Largest Lakes Shrink Before Your Eyes Going, going, nearly gone. Steven Hoffer",2
"2020 Election Live Updates: Read The Latest On Races Around The U.S. Early voter turnout has hit record numbers as the presidential race between Donald Trump and Joe Biden reaches its climax. HuffPost Staff, HuffPost",0
"Jupiter's Moon Europa May Be Venting Water Plumes, NASA Says The discovery could hasten the search for alien life. David Freeman and Bahar Gholipour",2
"Orbital Sciences' Cygnus Spacecraft Aborts First Attempt At Docking With ISS Orbital Sciences is one of two commercial spaceflight companies with billion-dollar deals to provide cargo deliveries to Space.com, Space.com",2
"Doing Better At Intersectionality A world without intersectionality is a world in which we can’t see the big picture, a world in which we cannot be our authentic selves. Judith Rosenbaum, ContributorExecutive Director of the Jewish Women's Archive",1
"A Call for Data Literacy If we care about young people's privacy, we need to teach them data literacy. Schools need to provide opportunities to educate children in the politics of data, including what it means, how it can be used, and how they can exert agency over their own position as a ""data point."" Matt Rafalow, ContributorMatt Rafalow is a Ph.D. candidate in sociology at UC Irvine, a...",2
Hillary Clinton Warns 'Lives Are At Risk' Because Of Fake News Her comments come after a gunman showed up at a pizzeria to investigate a fake news story about a child sex ring there. Jennifer Bendery,0
"Michelle Obama To Release 'Deeply Personal' Memoir In November ""I talk about my roots and how a girl from the South Side found her voice,"" the former first lady tweeted. Hayley Miller",0
Prehistoric Poop Yields Big Surprise About Neanderthals  Jacqueline Howard,2
"A Tranquilized Marco Rubio Makes His Last Stand Out of time and bereft of ideas, the Florida senator takes a dignified bow at a low-energy debate. Jason Linkins",0
"Muslim Flight Attendant Says She's Suspended For Not Serving Alcohol ""No one should have to choose between their career and religion."" Ron Dicker",1
Alex Jones Calls A Press Conference To Tell Reporters They Suck The gag order from his child custody trial has been lifted. Lucky us. Roque Planas,0
"Ex-NASA Astronaut Tom Jones 'Used To Be A Big UFO Fan.' Not Now. ""I haven’t seen the proof that would satisfy me that there’s really something there."" Lee Speigel",2
"Pope Francis Condemns 'Plague Of Terrorism' In New Year's Address “The year will be good in the measure that each one of us, with the help of God, seeks to do good day after day,” he told the crowd on a cold morning. Philip Pullella, Reuters",1
Trail To The Chief: The Darkest Of The 2016 Dark Horses Edition  Lauren Weber and Jason Linkins,0
"Pence Cancels Campaign Events In Florida, Arizona As States' COVID-19 Cases Soar The vice president dropped the appearances a day after boasting that the U.S. is ""flattening the curve."" Mary Papenfuss",0
"Barack Obama Offers Support For Victims Of Barcelona Attack ""Americans will always stand with our Spanish friends,"" he said. Sam Levine",0
"Daily Meditation: How To Say Sorry We all need help maintaining our personal spiritual practice. We hope that these Daily Meditations, prayers and mindful awareness Antonia Blumberg",1
'Moby Dick' May Be More Than Just A Whale Of A Tale New research suggests sperm whales can use their huge heads as battering rams against ships and each other. Lee Speigel,2
"Will 'Smart Drugs' Soon Sweep the Nation? If you haven't heard of the term ""biohacking"", you may already be being outcompeted by those who have. A biohacker has generally been defined as someone who aims to gain control over their own biology. Bobby Azarian, ContributorNeuroscientist (PhD) and freelance science writer.",2
"HUFFPOLLSTER: Hillary Clinton And Donald Trump Take Big Delegate Hauls Trump seems to be on track to win the nomination. Natalie Jackson, Ariel Edwards-Levy, and Janie Velencia",0
"I Don’t Believe In God, But I F**king Love Holiday Music Confessions of a former Jesus freak. Mathew Jedeikin, ContributorWriter, husband, Britney Spears mega-fan",1
"Buddhist in America Growing up in a Buddhist family in Virginia in the '80s, I was often on the defensive about my family's beliefs. It was not unusual to be shunned by other kids because I did not believe in God the same way they'd been taught in church. Nathan Gauer, ContributorAuthor of Songs to Make the Desert Bear Fruit",1
"Jeb Bush Calls For Crackdown On Sanctuary Cities In Immigration Plan Bush's proposals are heavy on enforcement, light on detail about undocumented immigrants. Elise Foley",0
Does This Headline Look Blue To You? Then It Might Also Feel Like A Triangle. Research shows that synesthesia may extend in more directions than we thought. Bahar Gholipour,2
How The Science Of Wasabi Could Pave The Way For New Pain Meds  Jacqueline Howard,2
"Ben Carson: Donald Trump Has 'Major Defects' ""Are there better people? Probably."" Shahien Nasiripour",0
"How Quack Doctors And Powerful GOP Operatives Spread Misinformation To Millions A group calling itself “America’s Frontline Doctors” spread false information about COVID-19 with the help of Facebook, right-wing media and President Trump. Nick Robins-Early, Hayley Miller, and Jesselyn Cook",0
Dolphin Chooses World's Unluckiest Octopus As A Playmate It's all fun and games until someone loses a tentacle. Landess Kearns,2
"Muslims Use New Year's Eve In Times Square To Stand Against Extremism ""We’re hoping to not just share words, but to take action."" Jaweed Kaleem",1
"Facebook Tied To Feeling Fat, Eating Disorders By: Leslie Meredith Published: 03/30/2012 05:16 PM EDT on TechNewsDaily   ""Do I look fat?"" The answer is a resounding yes ",2
Iraqi Catholic Couple Attending Pope Francis' Synod Describe Havoc Wreaked By ISIS  ,1
"What Have We Become? Americans now have yet another question to ponder. The U.S. has grossly violated international norms of civilized behavior. We have also broken our word.  Why should American's care? Dave Pruett, ContributorFormer NASA researcher; Emeritus Professor of Mathematics, Jam...",0
